text.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
10.34741839999333,10.34741839999333,space,3.1985909000068204,915728,001,2024-12-23_16h47.31.342,go_nogo,2022.2.4,164.97348875774344,
