blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,block_loop,reps,leftLabel,rightLabel,InstrText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stims,correct_key,stim_color,text.started,key_resp.started,key_resp.keys,key_resp.rt,text_3.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,label_left.started,label_right.started,polygon_2.started,polygon_2.stopped,text_5.started,key_resp_5.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,6.204102400006377,6.204102400006377,space,0.5016202999977395,,,,,,,,,,,946514,001,2024-12-23_22h03.21.978,IAT,2022.2.4,165.0203139980448,
,,,,,,,,,,,,,,,,,,,,6.751113100006478,6.751113100006478,space,0.6927707999857375,7.4647717000043485,7.4647717000043485,7.4647717000043485,7.968680799996946,8.45327250000264,8.45327250000264,,,,,,,
