text.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
6.417790699997568,6.417790699997568,space,1.604005999994115,240341,001,2024-12-23_21h59.36.048,IAT,2022.2.4,165.07970049292697,
